clade_name	clade_taxid	ERR1995252	ERR1995225	ERR1995258	ERR1995217	ERR1995260	ERR1995241	ERR1995236	ERR1995231	ERR1995246	ERR1995267	ERR1995222	ERR1995255	ERR1995228	ERR1995226	ERR1995251	ERR1995263	ERR1995214	ERR1995235	ERR1995242	ERR1995248	ERR1995245	ERR1995232	ERR1995238	ERR1995219	ERR1995213	ERR1995264	ERR1995256	ERR1995221	ERR1995211	ERR1995266	ERR1995229	ERR1995254	ERR1995223	ERR1995247	ERR1995230	ERR1995237	ERR1995240	ERR1995259	ERR1995224	ERR1995253	ERR1995261	ERR1995216	ERR1995265	ERR1995212	ERR1995218	ERR1995220	ERR1995257	ERR1995239	ERR1995233	ERR1995244	ERR1995249	ERR1995243	ERR1995234	ERR1995250	ERR1995227	ERR1995215	ERR1995262
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	2|976|200643|171549|171552|577309|454155	0	0	0	4.30681	0.40004	0	0	0	0	0	0	0.12681	0	0	0.30624	0	0	0	0.0035	0	0	0	0	0	0	0	1.47356	0	0.48835	0	0.37927	0.79082	0	0	0	0	0	0.19709	0	0	0.26725	1.13503	0	0	0	0	0	0.78676	0	0.18667	0.06704	0	0.99672	9.04369	0	0.46002	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	2|976|200643|171549|171552|838	3.82931	0	0.00594	2.37709	54.18353	0.00758	0	0	0.01032	0	0.11552	78.25059	0.00442	0.00341	0.01382	2.5945	0.01462	0	0.54125	0.01011	0.0135	0	0	0.02008	0.0128	0	0.14465	0.02443	35.74148	0.49195	0	0.00862	0.09118	0.0393	0	3.75955	0.00877	53.38321	0.02402	0.00599	75.74337	0	0	0.27367	0.51742	60.62605	1.95326	23.98737	0	42.75306	52.46929	33.29956	0	2.53556	0.00014	10.16671	0.03124
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	2|976|200643|171549|171552|838|28125	0.17505	0	0	0	0	0	0	0	0	0	0.07993	0	0.00316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03578	0	0	0	0	0	0.00037	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0.00014	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae	2|976|200643|171549|171552|838|28126	0	0	0	2.37709	0	0.00463	0	0	0	0	0	0	0.00127	0	0	0	0	0	0.02462	0	0	0	0	0.02008	0	0	0	0	0	0	0	0	0	0	0	0	0.00554	0	0	0	0	0	0	0.26094	0	0	0	0.00406	0	0	0	33.2975	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis	2|976|200643|171549|171552|838|28127	0	0	0	0	0	0	0	0	0	0	0.00215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034	0.00037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112	0	0	0	0.00106	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_colorans	2|976|200643|171549|171552|838|1703337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	2|976|200643|171549|171552|838|165179	0.54477	0	0.00594	0	54.18337	0.00294	0	0	0.01032	0	0.0273	64.38792	0	0	0.01382	2.5945	0.01462	0	0.41723	0.01011	0.0135	0	0	0	0.01222	0	0.12622	0.02409	35.74111	0.00244	0	0.00862	0.04316	0.03428	0	0	0.00323	53.37631	0.02365	0.00599	75.74037	0	0	0.01217	0.39166	60.62493	0.04774	23.98332	0	42.74887	49.72714	0.00206	0	2.53498	0	10.16671	0.03124
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_corporis	2|976|200643|171549|171552|838|28128	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00341	0	0	0	0	0	0	0	0	0	0	0.00058	0	0	0	0	0	0	0	0	0	0	0	0	0.00226	0	0	0.003	0	0	0	0	0	0	0	0	0.00313	0	0	0	0.00058	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_denticola	2|976|200643|171549|171552|838|28129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_histicola	2|976|200643|171549|171552|838|470565	2.60675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209	0	0	0	0	0	0	0	0	0	0	0.25202	0	0	0.01225	0.00307	0	1.32648	0	0	0	0	0	0	0	0	0.08032	0	0.60236	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_jejuni	2|976|200643|171549|171552|838|1177574	0.14064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14274	0	0	0	0.00183	0	0.5039	0	0	0	0	0	0	0	0	0	0	0.56753	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica	2|976|200643|171549|171552|838|28132	0.01586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07124	0	0	0	0	0	0	0	0	0	0	0.08992	0	0	0	0	0	0.8603	0	0	0	0	0	0	0	0	0	0	0.48974	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens	2|976|200643|171549|171552|838|28133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21402	0	0	0	0	0	0	0	0	0	0	0.02741	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_pallens	2|976|200643|171549|171552|838|60133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57377	0	0	0	0	0	0	0	0	0	0	0.08325	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_salivae	2|976|200643|171549|171552|838|228604	0.31398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_scopos	2|976|200643|171549|171552|838|589437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08025	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_AM42_24	2|976|200643|171549|171552|838|2293125	0	0	0	0	0.00017	0	0	0	0	0	0	2.02674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225	0	0	0	0	0	0	0	0	0	0	0.00125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279	2|976|200643|171549|171552|838|1262924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00424	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_520	2|976|200643|171549|171552|838|1262929	0	0	0	0	0	0	0	0	0	0	0	11.00182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00265	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_F0091	2|976|200643|171549|171552|838|1227276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02865	0	0	0	0	0	0	0	0	0	0	0.00468	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_S7_1_8	2|976|200643|171549|171552|838|1284775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_299	2|976|200643|171549|171552|838|652716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_oral_taxon_306	2|976|200643|171549|171552|838|712461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00725	0	0	0	0	0	0	0	0	0	0	0.00482	0	0	0	0.00011	0	0.06491	0	0	0	0	0	0	0	0	0.04543	0	0.04298	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea	2|976|200643|171549|171552|838|363265	0	0	0	0	0	0	0	0	0	0	0	0.83411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73526	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis	2|976|200643|171549|171552|838|386414	0	0	0	0	0	0	0	0	0	0	0.00613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_veroralis	2|976|200643|171549|171552|838|28137	0.03225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04894	0	0	0	0	0	0	0	0	0	0	0.07056	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	0.0206	4.7893	0.03665	8.26472	3.27748	0.56185	0.49294	17.21278	7.06152	0.33586	5.4531	0.13935	0.28202	9.0703	12.33845	11.01208	0.32981	2.00452	2.27261	0.3277	4.5473	0.0195	0.07654	11.03646	7.32393	5.75291	2.87384	4.08895	7.18999	2.45707	5.92837	4.38702	0.00868	0.40009	11.57726	0.16989	6.56981	0.38759	0.70924	0.07113	2.66269	4.53207	10.45218	5.61509	1.69134	0.47615	0.02553	2.31822	2.20814	2.58467	0.81896	0	4.87794	9.66523	17.22726	4.70195	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	2|976|200643|171549|171550|239759	0.0206	4.7893	0.03665	8.26472	3.27748	0.56185	0.49294	17.21278	7.06152	0.33586	5.4531	0.13935	0.28202	9.0703	12.33845	11.01208	0.32981	2.00452	2.27261	0.3277	4.5473	0.0195	0.07654	11.03646	7.32393	5.75291	2.87384	4.08895	7.18999	2.45707	5.92837	4.38702	0.00868	0.40009	11.57726	0.16989	6.56981	0.38759	0.70924	0.07113	2.66269	4.53207	10.45218	5.61509	1.69134	0.47615	0.02553	2.31822	2.20814	2.58467	0.81896	0	4.87794	9.66523	17.22726	4.70195	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	2|976|200643|171549|171550|239759|214856	0	4.54699	0.01575	2.21768	0.00096	0.28989	0.29274	16.38336	0.31556	0.18795	0.08973	0.01982	0.28202	8.73441	11.38765	0.47123	0.32981	1.9412	0.04881	0.30919	0.39869	0.0195	0.07507	8.42935	7.32228	0.42723	0.07941	0.04962	0.34142	0	1.59775	0.0348	0	0.3874	10.49149	0.01221	1.35289	0.00128	0.25107	0.07113	0.11143	0.92641	2.55474	5.61419	0.02377	0.01603	0	0.28239	2.12704	0.7156	0.09094	0	1.43544	0.14242	17.16057	0.67459	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	2|976|200643|171549|171550|239759|626932	0	0	0	0.10922	0.03808	0	0.17372	0	0.04428	0	0	0.01432	0	0	0	1.25687	0	0.03817	0	0.01427	0.00261	0	0	0	0	0.07123	0.0315	0	0.09052	0	0	0.04951	0	0	0	0	0.14766	0.29368	0.01072	0	0.05873	0.03712	0.22761	0	0.01413	0.00279	0	0.00405	0	0.926	0	0	0.10725	0.09268	0	0.0941	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops	2|976|200643|171549|171550|239759|1501391	0	0	0	0.14696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62343	0	0	0	0.00227	0	0	0	4.76683	0	0	0	0	0.08416	0	0	0.02686	0	0	0	0	0.00071	0	0	0	0	0	0.07396	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	2|976|200643|171549|171550|239759|328813	0	0.22641	0.0209	0.07133	0	0	0.00636	0.30542	0.00418	0.01934	0	0	0	0.31091	0	0.01002	0	0.01148	0.0041	0.00424	0.00674	0	0.00147	2.60618	0.00045	0.01569	0.03626	0.00203	0	0	0.00077	0.00771	0	0.00585	0.1251	0	0.00238	0	0.00395	0	0.00113	0.02449	0.26853	0	0.00735	0	0	0	0.04288	0.00856	0	0	0.00559	0	0.01013	0.00325	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	2|976|200643|171549|171550|239759|28117	0.0206	0.01589	0	5.40181	3.16704	0	0.02011	0	6.57556	0.06564	4.94442	0.05181	0	0.02498	0	8.75997	0	0.01368	2.21907	0	4.05398	0	0	0.00094	0.0012	4.9163	2.18207	3.73839	5.73113	2.45707	2.94363	3.46711	0.00641	0.00411	0	0.15666	0.02189	0.08013	0.00269	0	2.35521	3.00362	7.13672	0.00089	1.61924	0.40104	0.02553	1.92765	0	0.64798	0.6715	0	2.2016	9.24701	0.05655	3.74072	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	2|976|200643|171549|171550|239759|328814	0	0	0	0.31773	0.07141	0.27196	0	0.524	0.12194	0.06027	0.41895	0.0534	0	0	0.9508	0.50883	0	0	0.00063	0	0.08529	0	0	0	0	0.31569	0.5446	0.29891	0.40349	0	1.38621	0.82788	0	0.00272	0.96066	0.00103	0.22056	0.01251	0.44081	0	0.13619	0.45628	0.25729	0	0	0.05629	0	0.10375	0.03822	0.28581	0.05652	0	1.12709	0.18311	0	0.11533	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis	2|976|200643|171549|171550|239759|1465754	0	0	0	0	0	0	0	0	0	0.00267	0	0	0	0	0	0.00517	0	0	0	0	0	0	0	0	0	0.00677	0	0	0	0	0	0	0	0	0	0	0.0576	0	0	0	0	0	0.00729	0	0	0	0	0.00037	0	0	0	0	0.00096	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	0	3.40673	17.51352	2.35479	1.04219	1.50403	6.66876	0	1.59996	0.0004	4.1655	0.53565	0.14109	0.84523	2.95431	6.78023	0.02005	1.89725	0.48522	0.43895	3.62003	0	0	0	12.17505	2.29365	2.73209	3.00393	6.32558	0.33229	1.70791	1.28905	0	2.94114	0	0.00927	2.16859	1.24247	8.50009	0	0.83556	3.40901	1.70328	14.20021	0.22494	1.4979	0.00795	3.7274	0	0.69857	0.56546	0	1.38212	4.2675	6.81728	1.39866	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	2|976|200643|171549|2005525|375288	0	3.40673	17.51352	2.35479	1.04219	1.50403	6.66876	0	1.59996	0.0004	4.1655	0.53565	0.14109	0.84523	2.95431	6.78023	0.02005	1.89725	0.48522	0.43895	3.62003	0	0	0	12.17505	2.29365	2.73209	3.00393	6.32558	0.33229	1.70791	1.28905	0	2.94114	0	0.00927	2.16859	1.24247	8.50009	0	0.83556	3.40901	1.70328	14.20021	0.22494	1.4979	0.00795	3.7274	0	0.69857	0.56546	0	1.38212	4.2675	6.81728	1.39866	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	2|976|200643|171549|2005525|375288|823	0	0	17.17889	0.63431	0.15912	1.50403	6.66876	0	1.58207	0.0004	0.98589	0.19802	0	0	1.96122	2.90094	0.02005	1.87422	0.10926	0.43028	2.30363	0	0	0	12.17505	2.29365	1.63724	0.94578	2.35669	0.15925	0.56304	0.83816	0	2.93338	0	0.00789	1.9617	0.64803	7.71531	0	0.40164	1.23185	1.70328	14.20007	0.01049	0.28522	0.00795	0.4678	0	0.25608	0.24071	0	1.09847	1.37888	0	0.40427	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	2|976|200643|171549|2005525|375288|328812	0	0	0.33463	0	0	0	0	0	0.00063	0	0	0	0	0	0	0	0	0	0	0.00867	0.00138	0	0	0	0	0	0.04404	0	0	0	0	0.00265	0	0	0	0	0.20689	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	2|976|200643|171549|2005525|375288|387661	0	0.18309	0	0.00335	0.04573	0	0	0	0.00103	0	0.00356	0.00032	0.00594	0.0427	0.12449	0.00294	0	0.00766	0	0	0.08407	0	0	0	0	0	0.00207	0.00112	0.10229	0	0.00502	0	0	0	0	0	0	0.02576	0.00098	0	0.0216	0.0073	0	0	0	0.00078	0	0	0	0.01967	0.03059	0	0.00127	0.04767	0.31633	0.00091	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	2|976|200643|171549|2005525|375288|46503	0	3.22364	0	1.71713	0.83734	0	0	0	0.01623	0	3.17605	0.33731	0.13516	0.80252	0.8686	3.87635	0	0.01537	0.07449	0	1.23094	0	0	0	0	0	1.04873	2.05703	3.8666	0.17304	1.13985	0.44824	0	0.00776	0	0.00138	0	0.56868	0.78379	0	0.41233	2.16986	0	0.00014	0.21445	1.2119	0	0.32715	0	0.42281	0.29416	0	0.28239	2.84095	6.50094	0.99348	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409	2|976|200643|171549|2005525|375288|1262913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93075	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	2|976|117747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	2|976|117747|200666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	2|976|117747|200666|84566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter	2|976|117747|200666|84566|84567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_himalayensis	2|976|117747|200666|84566|84567|246796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiae	2|204428	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia	2|204428|204429	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales	2|204428|204429|51291	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae	2|204428|204429|51291|809	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia	2|204428|204429|51291|809|810	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_ibidis	2|204428|204429|51291|809|810|1405396	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus	2|1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01804	0	0	0	0	0	0	0	0	0	0	0.00831	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Meiothermus|s__Meiothermus_silvanus	2|1297|188787|68933|188786|65551|52022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01804	0	0	0	0	0	0	0	0	0	0	0.00831	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes	2|1239	84.47764	71.9631	21.04356	31.52628	27.35391	49.50069	24.73756	52.68239	50.77965	21.80256	47.20287	16.78211	21.43816	53.99008	42.19954	27.1803	78.09447	35.40041	76.19401	5.31805	47.89987	8.77259	7.487	36.39306	17.71607	43.41883	11.58263	58.90506	26.4005	52.73342	55.53791	56.19544	12.59272	12.1552	45.45472	31.33252	49.81126	21.68651	9.52375	29.96853	14.46091	54.92266	41.07992	29.0168	89.0808	27.16193	91.89417	48.75021	43.58417	35.8673	40.83698	54.35005	50.13588	39.60746	34.41584	57.18253	15.0885
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	78.58869	0.36465	0.35919	0.06369	0.382	0.44734	0.05467	0.66077	0.06876	0.27979	0.47351	0.08243	0.93997	0.4988	0.28234	0.20036	1.70881	0.12093	7.47453	0.0578	0.06371	2.48738	0.10243	0.19446	0.07686	0.25261	0.0405	0.17464	0.20076	6.69681	0.06769	0.09376	0.17815	0.14323	0.59023	4.19414	0.63921	0.18242	0.24034	0.09238	0.21411	0.07977	0.43522	0.04916	80.43166	0.59416	86.68252	0.57492	0.17719	0.07701	0.38103	1.53687	0.25537	0.21601	0.42359	0.14138	0.39499
