clade_name	clade_taxid	ERR1995252	ERR1995225	ERR1995258	ERR1995217	ERR1995260	ERR1995241	ERR1995236	ERR1995231	ERR1995246	ERR1995267	ERR1995222	ERR1995255	ERR1995228	ERR1995226	ERR1995251	ERR1995263	ERR1995214	ERR1995235	ERR1995242	ERR1995248	ERR1995245	ERR1995232	ERR1995238	ERR1995219	ERR1995213	ERR1995264	ERR1995256	ERR1995221	ERR1995211	ERR1995266	ERR1995229	ERR1995254	ERR1995223	ERR1995247	ERR1995230	ERR1995237	ERR1995240	ERR1995259	ERR1995224	ERR1995253	ERR1995261	ERR1995216	ERR1995265	ERR1995212	ERR1995218	ERR1995220	ERR1995257	ERR1995239	ERR1995233	ERR1995244	ERR1995249	ERR1995243	ERR1995234	ERR1995250	ERR1995227	ERR1995215	ERR1995262
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	2|1239|186801|186802|186803|189330|88431	0.24544	0.56766	0	0.54929	0.28669	0	0	0	0.38197	0	0	0.26921	0	0.30237	4.8739	0.72218	0	0.49245	1.25314	0	0.33106	0	0	0	0	0.18068	0	0	0.23354	2.18335	0.40122	0.2539	0.00921	0	0	2.08616	0.30007	1.4196	0	0	0.35884	1.26278	0	0.46532	0.69024	0.26835	0	0.34636	0	0.24152	0.27202	0	0.77773	0.57553	0.93498	1.3221	0.537
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_CAG_317	2|1239|186801|186802|186803|189330|1262873	0	0	0	0	0	0.07219	0	0.06518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0719	0	0	0	0	0	0	0	0	0.00112	0	0	0	0	0.07545	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella	2|1239|186801|186802|186803|1432051	0	0	0	0.02984	0	0.19137	0	0.16643	0.03967	0	0.03453	0	0	0	0.16779	0.00271	0	0	0	0	0.00181	0	0	0	0	0	0.06137	0	0	0	0.00477	0	0	0.02543	0.28411	0	0.0396	0	0	0	0	0.01038	0	0	0	0	0	0	0	0.0044	0	0	0.00784	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis	2|1239|186801|186802|186803|1432051|1720294	0	0	0	0	0	0.19137	0	0	0.03967	0	0.03323	0	0	0	0.00471	0.00271	0	0	0	0	0	0	0	0	0	0	0.06137	0	0	0	0.00231	0	0	0	0	0	0.0396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00784	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi	2|1239|186801|186802|186803|1432051|1432052	0	0	0	0.02984	0	0	0	0.16643	0	0	0.0013	0	0	0	0.16308	0	0	0	0	0	0.00181	0	0	0	0	0	0	0	0	0	0.00246	0	0	0.02543	0.28411	0	0	0	0	0	0	0.01038	0	0	0	0	0	0	0	0.0044	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena	2|1239|186801|186802|186803|2005359	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_orotica	2|1239|186801|186802|186803|2005359|1544	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter	2|1239|186801|186802|186803|1407607	0	2.69954	0	1.97549	0.13731	1.73354	0.10016	2.18149	1.06924	0.02975	2.16698	0.0558	1.98229	1.52743	1.14174	0.25956	0	2.28367	0.82024	0.00197	2.26246	0	0	0	0	0.93104	0	0.46303	0.74924	1.33054	1.61258	0.28669	0.01535	0	2.96908	1.26814	0.80127	0.24874	0	0	0.11516	3.19337	1.47379	1.09247	0.06314	0.46056	0	0.27738	0	0.45952	0.20677	17.91559	3.60867	0.36753	2.11642	0.89168	0.09915
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	2|1239|186801|186802|186803|1407607|1150298	0	2.69954	0	1.97549	0.13731	1.73354	0.10016	2.18149	1.06924	0.02975	2.16698	0.0558	1.98229	1.52743	1.14174	0.25956	0	2.28367	0.82024	0.00197	2.26246	0	0	0	0	0.93104	0	0.46303	0.74924	1.33054	1.61258	0.28669	0.01535	0	2.96908	1.26814	0.80127	0.24874	0	0	0.11516	3.19337	1.47379	1.09247	0.06314	0.46056	0	0.27738	0	0.45952	0.20677	17.91559	3.60867	0.36753	2.11642	0.89168	0.09915
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium	2|1239|186801|186802|186803|1506553	0	0.00243	0.00268	0.41098	0.02376	1.15022	3.87743	0.70227	1.26751	0	0.11048	0.00569	0.02315	0.02067	0.6525	0.00511	0	0.57896	0	0	1.65312	0	0	0	1.1779	0.26241	1.10042	0.08274	0	0	0.02969	0	0	0.02779	0.89951	0.00604	0.21556	0.0039	0	0	0.04836	0.04158	0.61004	0.50904	0	0	0	0.00246	1.08614	0.09003	0	0.03982	0.04295	0.01939	0.25382	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_aldenense	2|1239|186801|186802|186803|1506553|358742	0	0	0	0	0	0.02603	0.04305	0.00353	0.02732	0	0.00101	0	0.02315	0.00054	0.31151	0	0	0.01109	0	0	0.01396	0	0	0	0.02253	0	0.03264	0.00489	0	0	0.00292	0	0	0	0.02877	0	0	0.00072	0	0	0	0	0.00872	0.00079	0	0	0	0	0	0.00134	0	0.03982	0	0	0.02685	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_asparagiforme	2|1239|186801|186802|186803|1506553|333367	0	0	0	0.01104	0	0.02978	0.56088	0	0.01442	0	0.02413	0	0	0.00312	0.00643	0.00355	0	0.16707	0	0	0.00401	0	0	0	0	0.00466	0.04561	0.01065	0	0	0	0	0	0	0	0.00604	0.00689	0	0	0	0.00087	0.00122	0	0	0	0	0	0	0	0.00044	0	0	0.02233	0.0006	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae	2|1239|186801|186802|186803|1506553|208479	0	0.00029	0	0.0744	0.00752	0.15392	0	0.12231	0.32876	0	0.03961	0.00402	0	0.00358	0	0	0	0.08766	0	0	0.05361	0	0	0	0.22788	0.01618	0.65638	0.04009	0	0	0.00527	0	0	0	0.141	0	0.07788	0	0	0	0.00564	0.00932	0.18814	0.02204	0	0	0	0	0.18452	0.00719	0	0	0.00612	0.01063	0.15078	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae	2|1239|186801|186802|186803|1506553|358743	0	0.00214	0	0.04992	0.01127	0	0	0.05467	0.10566	0	0.02206	0	0	0.00374	0.08272	0	0	0.07641	0	0	0.14597	0	0	0	0	0.02925	0.08382	0	0	0	0.01677	0	0	0	0.08532	0	0.01024	0	0	0	0.02924	0.00801	0	0.05001	0	0	0	0	0	0.01021	0	0	0.00889	0.00314	0.04138	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme	2|1239|186801|186802|186803|1506553|1531	0	0	0.00268	0.19689	0.00069	0.52673	3.1771	0.34927	0.06193	0	0.00035	0	0	0	0.17527	0	0	0.11325	0	0	1.00197	0	0	0	0.03182	0.01294	0.09619	0.00154	0	0	0	0	0	0.00581	0.41149	0	0.01977	0	0	0	0.00022	0	0.09296	0.1004	0	0	0	0	0.00432	0.00077	0	0	0.00107	0	0.01209	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_lavalense	2|1239|186801|186802|186803|1506553|460384	0	0	0	0.05628	0.00428	0.07505	0.00277	0	0.11759	0	0.02331	0.00167	0	0.00967	0.07658	0	0	0.00043	0	0	0.04939	0	0	0	0	0.00578	0.16453	0.02557	0	0	0.00223	0	0	0	0	0	0.00858	0.00318	0	0	0.00969	0.01118	0	0	0	0	0	0	0	0.01186	0	0	0.00454	0.00502	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_saccharolyticum	2|1239|186801|186802|186803|1506553|84030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04049	0	0	0.22624	0	0	0	0.81496	0.07521	0	0	0	0	0	0	0	0	0.06116	0	0.05893	0	0	0	0	0	0.17431	0.29978	0	0	0	0.00246	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens	2|1239|186801|186802|186803|1506553|29347	0	0	0	0	0	0.00624	0.09362	0.00453	0	0	0	0	0	0	0	0	0	0.01366	0	0	0.00468	0	0	0	0	0	0.00681	0	0	0	0	0	0	0	0.00494	0	0	0	0	0	0.0027	0	0.01928	0.00341	0	0	0	0	0	0	0	0	0	0	0.00236	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum	2|1239|186801|186802|186803|1506553|1512	0	0	0	0.01675	0	0.32217	0	0.16796	0.60276	0	0	0	0	0	0	0	0	0.0689	0	0	0.15329	0	0	0	0.03419	0.00604	0.01443	0	0	0	0.00251	0	0	0.02197	0.16441	0	0.00763	0	0	0	0	0.01164	0.01282	0.01872	0	0	0	0	0.8973	0.05624	0	0	0	0	0.01753	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An118	2|1239|186801|186802|186803|1506553|1965547	0	0	0	0	0	0.00881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00238	0	0	0	0	0	0	0	0	0	0	0.00283	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An131	2|1239|186801|186802|186803|1506553|1965555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00092	0	0	0	0	0	0	0	0	0.0036	0.01054	0	0	0	0	0	0	0	0	0	0	0.00588	0	0	0	0	0	0.10038	0.01151	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An138	2|1239|186801|186802|186803|1506553|1965560	0	0	0	0.00569	0	0	0	0	0.00908	0	0	0	0	0	0	0.00064	0	0	0	0	0	0	0	0	0	0.0175	0	0	0	0	0	0	0	0	0.00243	0	0.01089	0	0	0	0	0.00021	0.01344	0	0	0	0	0	0	0.00198	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An14	2|1239|186801|186802|186803|1506553|1965562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An169	2|1239|186801|186802|186803|1506553|1965569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An181	2|1239|186801|186802|186803|1506553|1965575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An196	2|1239|186801|186802|186803|1506553|1965583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An298	2|1239|186801|186802|186803|1506553|1965627	0	0	0	0	0	0.00133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An76	2|1239|186801|186802|186803|1506553|1965654	0	0	0	0	0	0.00016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira	2|1239|186801|186802|186803|28050	0	0.0017	0	0.14904	0.9036	0.00119	0	5.16037	0	0	2.42504	0.00329	5.00922	1.45811	0.24976	0.00323	0	0	3.91731	0	0	0	0	0	0	4.06743	0	0	2.38792	0.04172	0.00473	0.0026	0.00716	0	3.96315	3.42218	7.68187	0.63938	0.11136	0	0.35233	0.18677	0.22372	0.00027	0.28776	3.55838	0	3.80145	0	0.29042	0.01591	0	0.75569	0	3.14201	0.9731	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified	2|1239|186801|186802|186803|	0	10.21513	0	3.25285	0.15005	0	9.90279	0.00527	8.65191	0.00067	0.00058	0.35154	0.00159	6.75792	0.00175	2.33425	0	11.40576	3.77349	0.08273	13.90188	0	0.0042	0	0.00166	3.21511	0.00126	0.2844	0.63594	11.15907	0.104	8.04759	0.01676	0.00812	1.07497	2.56168	2.81531	3.24101	0	0	0.17929	9.5259	0.00111	2.01265	0.10138	2.25115	0.01872	0.928	0	8.38035	9.07544	0	11.26272	1.02801	2.63069	2.76799	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale	2|1239|186801|186802|186803||39491	0	10.2144	0	3.25285	0.15005	0	9.90279	0	8.65191	0.00067	0.00058	0.35154	0.00159	6.75792	0.00175	2.33425	0	11.40576	3.77349	0.08273	13.90188	0	0.0042	0	0.00166	3.21511	0.00126	0.2844	0.63594	11.15907	0.104	8.04759	0.01676	0.00812	1.07497	2.56168	2.81531	3.24101	0	0	0.17929	9.5259	0.00111	2.01265	0.10138	2.25115	0.01872	0.928	0	8.38035	9.07544	0	11.26272	1.02801	2.63069	2.76799	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_096	2|1239|186801|186802|186803||712982	0	0.00073	0	0	0	0	0	0.00527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza	2|1239|186801|186802|186803|28050|28052	0	0.0017	0	0.14904	0.9036	0.00119	0	5.16037	0	0	2.42504	0.00329	5.00922	1.45811	0.24976	0.00323	0	0	3.91731	0	0	0	0	0	0	4.06743	0	0	2.38792	0.04172	0.00473	0.0026	0.00716	0	3.96315	3.42218	7.68187	0.63938	0.11136	0	0.35233	0.18677	0.22372	0.00027	0.28776	3.55838	0	3.80145	0	0.29042	0.01591	0	0.75569	0	3.14201	0.9731	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Murimonas	2|1239|186801|186802|186803|1774128	0	0	0	0	0	0.00947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Murimonas|s__Murimonas_intestini	2|1239|186801|186802|186803|1774128|1337051	0	0	0	0	0	0.00947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium	2|1239|186801|186802|186803|265975	0	0	0	0	0	0	0	0.00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_parvum	2|1239|186801|186802|186803|265975|1501329	0	0	0	0	0	0	0	0.00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Robinsoniella	2|1239|186801|186802|186803|588605	0	0	0.0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_sp_RHS	2|1239|186801|186802|186803|588605|1504536	0	0	0.0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	2|1239|186801|186802|186803|841	0.02794	12.19379	0.00194	3.43432	4.75294	14.63992	4.64933	19.32522	4.25148	0.00038	16.23861	1.03587	0.00173	21.64495	2.69743	1.25194	0.00545	2.94113	1.19399	0.00013	8.80681	0.03826	0	0	2.81408	6.29887	3.79859	14.48785	4.03046	1.18704	5.09051	22.56897	0.00343	0.00019	5.33282	0.3973	4.85237	2.78137	0.76432	2.73101	1.55655	3.62326	6.48187	7.5346	0.10591	4.91217	0.01279	10.6686	29.51491	1.9533	12.12861	11.96344	4.22237	3.74516	7.86505	7.21111	0.11697
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	2|1239|186801|186802|186803|841|301302	0.02794	8.65638	0.00194	1.08101	0.12892	12.94497	1.97156	11.56879	0.0308	0.00038	15.18516	0.01559	0.00166	13.33199	1.00992	0.28415	0.00545	0.16513	0.2395	0	6.98396	0	0	0	2.53918	2.71305	0.00357	9.09814	0.69639	0	2.2963	17.69324	0.00343	0.00019	1.66261	0	4.34088	0.37296	0.76432	0	0.03495	1.71418	5.41258	6.49912	0.10591	4.77539	0.01279	9.42206	0.0115	0.59004	8.15507	0.00333	0	1.3876	6.55033	6.23413	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	2|1239|186801|186802|186803|841|301301	0	0.09189	0	0.55246	0.01749	0.2399	0	2.88811	1.36766	0	0.03206	0.00073	0	0.03864	0.10101	0.40963	0	0.19677	0	0	0.66053	0	0	0	0	0.89167	3.77448	0.35983	0.70781	0	0.56919	0.09948	0	0	0.80619	0	0.1078	0	0	0	0.05706	1.2997	0.08566	0.09187	0	0.02353	0	0.04089	0	1.17602	0.36376	0	0.61138	0.25151	0.01636	0.49197	0.00195
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	2|1239|186801|186802|186803|841|166486	0	0.98543	0	0.01512	0.76399	1.41198	0.15973	3.09448	1.31939	0	0	0.92178	6e-05	6.3546	1.17988	0	0	1.61796	0.00397	0	0.0282	0	0	0	0	0.45939	0.02054	1.16461	0.60399	0	0	1.40288	0	0	0.44925	0.12689	0.16199	0.92081	0	0	0.28683	0.2	0.02592	0	0	0	0	0.00684	0	0	0.3972	11.95667	2.13012	0.86883	1.12328	0.1522	0.05367
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	2|1239|186801|186802|186803|841|360807	0	2.43184	0	1.78573	3.83828	0.04307	2.06529	1.46161	1.48121	0	1.02138	0.04519	0	1.91119	0.40662	0.34927	0	0.96128	0.94688	0	1.04692	0.03826	0	0	0.2749	2.23475	0	3.86526	2.01477	1.18704	1.89749	2.3249	0	0	2.41477	0.27041	0.21393	1.48439	0	2.73101	1.17449	0.33285	0.95772	0.94362	0	0.11174	0	1.19387	29.50341	0.1246	3.08986	0	1.4004	0.29372	0.17508	0.2418	0.06136
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_831b	2|1239|186801|186802|186803|841|1261635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182	2|1239|186801|186802|186803|841|1262942	0	0.00536	0	0	0	0	0.45275	0	0.02534	0	0	0.05258	0	0	0	0.20448	0	0	0	0	0.08361	0	0	0	0	0	0	0	0.00669	0	0.14601	0.98138	0	0	0	0	0	0	0	0	0	0.07653	0	0	0	0	0	0	0	0	0.0516	0	0.04792	0.03594	0	0.02288	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_303	2|1239|186801|186802|186803|841|1262944	0	0	0	0	0	0	0	0.3109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_309	2|1239|186801|186802|186803|841|1262945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00081	0	0.16365	0	0	0	0	0	0.01181	0	0	0	0	0	0	0	0	0	0	0	0	0.05793	0.0605	0	0	0.77015	0	0.06483	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471	2|1239|186801|186802|186803|841|1262948	0	0.0229	0	0	0.00426	0	0	0.00134	0.02708	0	0	0	0	0.00852	0	0.00441	0	0	0.00364	0	0.00358	0	0	0	0	0	0	0	0	0	0.01787	0.05112	0	0	0	0	0.01596	0.00321	0	0	0.00323	0	0	0	0	0.00152	0	0.00494	0	0.0047	0.01063	0.00343	0.03256	0.13742	0	0.00331	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas	2|1239|186801|186802|186803|1769710	0	0	0	0	0	0.95604	0	0.12553	0	0	0.08757	0.0042	0	0	0	0.00476	0	0	0	0	0	0	0	0	0	0.01539	0.06984	0.00883	0	0	0	0	0	0	0.16812	0	0.00374	0	0	0	0	0	0	0.08736	0	0	0	0	0	0	0	0	0	0	0	0	0.0056
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis	2|1239|186801|186802|186803|1769710|1653434	0	0	0	0	0	0.95604	0	0.12553	0	0	0.08757	0.0042	0	0	0	0.00476	0	0	0	0	0	0	0	0	0	0.01539	0.06984	0.00883	0	0	0	0	0	0	0.16812	0	0.00374	0	0	0	0	0	0	0.08736	0	0	0	0	0	0	0	0	0	0	0	0	0.0056
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella	2|1239|186801|186802|186803|1506577	0	0	0	0	0	0.0508	0	0.00166	0.00033	0.0148	0	0	0	0	0	0	0	0.01399	0	0	0.00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis	2|1239|186801|186802|186803|1506577|29361	0	0	0	0	0	0.0508	0	0.00166	0.00033	0.0148	0	0	0	0	0	0	0	0.01399	0	0	0.00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
